fies_score,lat_dd_mod,lon_dd_mod,region,fies_average
1,9.516954,41.809855,Dire Dawa,2.6715329
1,9.700886000000001,42.103126,Dire Dawa,2.6715329
4,9.504422999999999,41.6638,Dire Dawa,2.6715329
6,9.645111999999999,41.834549,Dire Dawa,2.6715329
1,9.602402,41.866591,Dire Dawa,2.6715329
5,9.587377,41.738265,Dire Dawa,2.6715329
5,9.587377,41.738265,Dire Dawa,2.6715329
0,9.523417999999999,41.904651,Dire Dawa,2.6715329
3,9.587377,41.738265,Dire Dawa,2.6715329
4,9.475664999999999,41.95415,Dire Dawa,2.6715329
0,9.587377,41.738265,Dire Dawa,2.6715329
5,9.616778999999999,42.139428,Dire Dawa,2.6715329
8,9.596399,41.885931,Dire Dawa,2.6715329
2,9.508095000000001,41.76715,Dire Dawa,2.6715329
3,9.587377,41.738265,Dire Dawa,2.6715329
0,9.560840000000001,42.084039,Dire Dawa,2.6715329
0,9.503581000000001,42.070496,Dire Dawa,2.6715329
0,9.503581000000001,42.070496,Dire Dawa,2.6715329
7,9.596399,41.885931,Dire Dawa,2.6715329
0,9.523417999999999,41.904651,Dire Dawa,2.6715329
0,9.565253,41.97498,Dire Dawa,2.6715329
3,9.616778999999999,42.139428,Dire Dawa,2.6715329
5,9.616778999999999,42.139428,Dire Dawa,2.6715329
8,9.700886000000001,42.103126,Dire Dawa,2.6715329
4,9.587377,41.738265,Dire Dawa,2.6715329
2,9.523417999999999,41.904651,Dire Dawa,2.6715329
0,9.560840000000001,42.084039,Dire Dawa,2.6715329
7,9.700886000000001,42.103126,Dire Dawa,2.6715329
0,9.560840000000001,42.084039,Dire Dawa,2.6715329
0,9.565253,41.97498,Dire Dawa,2.6715329
2,9.504422999999999,41.6638,Dire Dawa,2.6715329
,9.645111999999999,41.834549,Dire Dawa,2.6715329
,9.645111999999999,41.834549,Dire Dawa,2.6715329
3,9.523417999999999,41.904651,Dire Dawa,2.6715329
0,9.523417999999999,41.904651,Dire Dawa,2.6715329
0,9.560840000000001,42.084039,Dire Dawa,2.6715329
6,9.645111999999999,41.834549,Dire Dawa,2.6715329
0,9.560840000000001,42.084039,Dire Dawa,2.6715329
2,9.602402,41.866591,Dire Dawa,2.6715329
6,9.503581000000001,42.070496,Dire Dawa,2.6715329
3,9.475664999999999,41.95415,Dire Dawa,2.6715329
7,9.645111999999999,41.834549,Dire Dawa,2.6715329
0,9.565253,41.97498,Dire Dawa,2.6715329
0,9.565253,41.97498,Dire Dawa,2.6715329
3,9.503581000000001,42.070496,Dire Dawa,2.6715329
2,9.602402,41.866591,Dire Dawa,2.6715329
4,9.508095000000001,41.76715,Dire Dawa,2.6715329
5,9.700886000000001,42.103126,Dire Dawa,2.6715329
3,9.516954,41.809855,Dire Dawa,2.6715329
0,9.523417999999999,41.904651,Dire Dawa,2.6715329
5,9.616778999999999,42.139428,Dire Dawa,2.6715329
,9.602402,41.866591,Dire Dawa,2.6715329
5,8.3207,33.950245,Gambela Peoples,1.7861272
,8.251367,34.593724,Gambela Peoples,1.7861272
4,8.3207,33.950245,Gambela Peoples,1.7861272
0,7.141334,35.300238,Gambela Peoples,1.7861272
2,6.672768,35.10755,Gambela Peoples,1.7861272
2,8.033257000000001,34.53062,Gambela Peoples,1.7861272
3,7.239087,35.084009,Gambela Peoples,1.7861272
0,8.330982000000001,33.769154,Gambela Peoples,1.7861272
0,7.360278,35.293851,Gambela Peoples,1.7861272
0,7.440374,35.301623,Gambela Peoples,1.7861272
0,6.467767,35.203001,Gambela Peoples,1.7861272
0,8.171548,34.279398,Gambela Peoples,1.7861272
3,8.26131,34.574542,Gambela Peoples,1.7861272
0,8.194989,34.839966,Gambela Peoples,1.7861272
4,7.697519,34.104636,Gambela Peoples,1.7861272
0,7.355361,35.272811,Gambela Peoples,1.7861272
6,7.373419,35.237944,Gambela Peoples,1.7861272
0,7.360278,35.293851,Gambela Peoples,1.7861272
6,8.342603,34.023563,Gambela Peoples,1.7861272
0,7.355361,35.272811,Gambela Peoples,1.7861272
2,6.672768,35.10755,Gambela Peoples,1.7861272
0,6.467767,35.203001,Gambela Peoples,1.7861272
4,7.239087,35.084009,Gambela Peoples,1.7861272
3,7.266686,35.321231,Gambela Peoples,1.7861272
0,7.141334,35.300238,Gambela Peoples,1.7861272
0,6.467767,35.203001,Gambela Peoples,1.7861272
4,7.373419,35.237944,Gambela Peoples,1.7861272
4,8.194989,34.839966,Gambela Peoples,1.7861272
0,7.355361,35.272811,Gambela Peoples,1.7861272
0,7.360278,35.293851,Gambela Peoples,1.7861272
1,8.329160999999999,33.960521,Gambela Peoples,1.7861272
0,8.194989,34.839966,Gambela Peoples,1.7861272
6,7.239087,35.084009,Gambela Peoples,1.7861272
5,6.467767,35.203001,Gambela Peoples,1.7861272
2,7.306649,35.357685,Gambela Peoples,1.7861272
1,7.879919,34.535388,Gambela Peoples,1.7861272
0,7.440374,35.301623,Gambela Peoples,1.7861272
5,7.223605,35.319595,Gambela Peoples,1.7861272
3,7.697519,34.104636,Gambela Peoples,1.7861272
0,8.330982000000001,33.769154,Gambela Peoples,1.7861272
0,7.266686,35.321231,Gambela Peoples,1.7861272
2,6.672768,35.10755,Gambela Peoples,1.7861272
4,7.223605,35.319595,Gambela Peoples,1.7861272
7,8.29861,34.087771,Gambela Peoples,1.7861272
3,7.266686,35.321231,Gambela Peoples,1.7861272
5,7.697519,34.104636,Gambela Peoples,1.7861272
1,7.360278,35.293851,Gambela Peoples,1.7861272
0,7.266686,35.321231,Gambela Peoples,1.7861272
0,8.171548,34.279398,Gambela Peoples,1.7861272
3,8.033257000000001,34.53062,Gambela Peoples,1.7861272
1,8.330982000000001,33.769154,Gambela Peoples,1.7861272
3,7.306649,35.357685,Gambela Peoples,1.7861272
3,8.033257000000001,34.53062,Gambela Peoples,1.7861272
3,7.440374,35.301623,Gambela Peoples,1.7861272
1,7.266686,35.321231,Gambela Peoples,1.7861272
0,8.171548,34.279398,Gambela Peoples,1.7861272
0,7.141334,35.300238,Gambela Peoples,1.7861272
0,6.467767,35.203001,Gambela Peoples,1.7861272
4,7.697519,34.104636,Gambela Peoples,1.7861272
2,6.672768,35.10755,Gambela Peoples,1.7861272
3,7.223605,35.319595,Gambela Peoples,1.7861272
2,6.467767,35.203001,Gambela Peoples,1.7861272
0,8.033257000000001,34.53062,Gambela Peoples,1.7861272
0,7.355361,35.272811,Gambela Peoples,1.7861272
2,8.171548,34.279398,Gambela Peoples,1.7861272
1,7.306649,35.357685,Gambela Peoples,1.7861272
4,7.373419,35.237944,Gambela Peoples,1.7861272
2,8.3207,33.950245,Gambela Peoples,1.7861272
0,7.239087,35.084009,Gambela Peoples,1.7861272
5,7.223605,35.319595,Gambela Peoples,1.7861272
2,7.697519,34.104636,Gambela Peoples,1.7861272
5,7.223605,35.319595,Gambela Peoples,1.7861272
3,7.239087,35.084009,Gambela Peoples,1.7861272
0,8.171548,34.279398,Gambela Peoples,1.7861272
3,8.342603,34.023563,Gambela Peoples,1.7861272
2,7.239087,35.084009,Gambela Peoples,1.7861272
2,6.672768,35.10755,Gambela Peoples,1.7861272
0,7.440374,35.301623,Gambela Peoples,1.7861272
0,7.239087,35.084009,Gambela Peoples,1.7861272
0,7.360278,35.293851,Gambela Peoples,1.7861272
0,7.360278,35.293851,Gambela Peoples,1.7861272
0,7.355361,35.272811,Gambela Peoples,1.7861272
0,7.355361,35.272811,Gambela Peoples,1.7861272
4,8.342603,34.023563,Gambela Peoples,1.7861272
0,7.141334,35.300238,Gambela Peoples,1.7861272
0,7.141334,35.300238,Gambela Peoples,1.7861272
3,7.223605,35.319595,Gambela Peoples,1.7861272
3,7.306649,35.357685,Gambela Peoples,1.7861272
0,7.306649,35.357685,Gambela Peoples,1.7861272
0,7.266686,35.321231,Gambela Peoples,1.7861272
2,7.440374,35.301623,Gambela Peoples,1.7861272
5,7.223605,35.319595,Gambela Peoples,1.7861272
0,8.330982000000001,33.769154,Gambela Peoples,1.7861272
0,8.330982000000001,33.769154,Gambela Peoples,1.7861272
2,8.3207,33.950245,Gambela Peoples,1.7861272
2,8.329160999999999,33.960521,Gambela Peoples,1.7861272
0,8.329160999999999,33.960521,Gambela Peoples,1.7861272
0,6.467767,35.203001,Gambela Peoples,1.7861272
0,6.467767,35.203001,Gambela Peoples,1.7861272
0,8.329160999999999,33.960521,Gambela Peoples,1.7861272
3,8.033257000000001,34.53062,Gambela Peoples,1.7861272
4,8.033257000000001,34.53062,Gambela Peoples,1.7861272
2,7.697519,34.104636,Gambela Peoples,1.7861272
3,8.194989,34.839966,Gambela Peoples,1.7861272
2,8.194989,34.839966,Gambela Peoples,1.7861272
0,7.266686,35.321231,Gambela Peoples,1.7861272
1,7.360278,35.293851,Gambela Peoples,1.7861272
3,7.697519,34.104636,Gambela Peoples,1.7861272
5,8.171548,34.279398,Gambela Peoples,1.7861272
4,7.373419,35.237944,Gambela Peoples,1.7861272
0,8.171548,34.279398,Gambela Peoples,1.7861272
1,6.672768,35.10755,Gambela Peoples,1.7861272
0,8.329160999999999,33.960521,Gambela Peoples,1.7861272
4,7.697519,34.104636,Gambela Peoples,1.7861272
1,8.3207,33.950245,Gambela Peoples,1.7861272
0,8.171548,34.279398,Gambela Peoples,1.7861272
3,8.033257000000001,34.53062,Gambela Peoples,1.7861272
0,8.171548,34.279398,Gambela Peoples,1.7861272
4,7.373419,35.237944,Gambela Peoples,1.7861272
2,6.672768,35.10755,Gambela Peoples,1.7861272
0,8.171548,34.279398,Gambela Peoples,1.7861272
0,7.360278,35.293851,Gambela Peoples,1.7861272
1,8.194989,34.839966,Gambela Peoples,1.7861272
2,8.329160999999999,33.960521,Gambela Peoples,1.7861272
1,8.207685,34.25776,Gambela Peoples,1.7861272
3,7.306649,35.357685,Gambela Peoples,1.7861272
0,6.672768,35.10755,Gambela Peoples,1.7861272
0,6.467767,35.203001,Gambela Peoples,1.7861272
0,8.033257000000001,34.53062,Gambela Peoples,1.7861272
2,8.342603,34.023563,Gambela Peoples,1.7861272
5,7.373419,35.237944,Gambela Peoples,1.7861272
3,7.440374,35.301623,Gambela Peoples,1.7861272
3,7.697519,34.104636,Gambela Peoples,1.7861272
0,8.342603,34.023563,Gambela Peoples,1.7861272
2,7.306649,35.357685,Gambela Peoples,1.7861272
1,8.329160999999999,33.960521,Gambela Peoples,1.7861272
1,7.306649,35.357685,Gambela Peoples,1.7861272
7,7.223605,35.319595,Gambela Peoples,1.7861272
2,7.697519,34.104636,Gambela Peoples,1.7861272
2,7.697519,34.104636,Gambela Peoples,1.7861272
0,7.355361,35.272811,Gambela Peoples,1.7861272
0,7.141334,35.300238,Gambela Peoples,1.7861272
2,7.266686,35.321231,Gambela Peoples,1.7861272
0,7.355361,35.272811,Gambela Peoples,1.7861272
1,7.360278,35.293851,Gambela Peoples,1.7861272
0,8.330982000000001,33.769154,Gambela Peoples,1.7861272
0,8.329160999999999,33.960521,Gambela Peoples,1.7861272
0,8.330982000000001,33.769154,Gambela Peoples,1.7861272
0,7.266686,35.321231,Gambela Peoples,1.7861272
0,8.329160999999999,33.960521,Gambela Peoples,1.7861272
0,8.330982000000001,33.769154,Gambela Peoples,1.7861272
3,7.239087,35.084009,Gambela Peoples,1.7861272
0,8.342603,34.023563,Gambela Peoples,1.7861272
0,8.194989,34.839966,Gambela Peoples,1.7861272
7,7.223605,35.319595,Gambela Peoples,1.7861272
4,7.373419,35.237944,Gambela Peoples,1.7861272
2,8.3207,33.950245,Gambela Peoples,1.7861272
0,7.440374,35.301623,Gambela Peoples,1.7861272
5,7.266686,35.321231,Gambela Peoples,1.7861272
2,7.697519,34.104636,Gambela Peoples,1.7861272
0,7.360278,35.293851,Gambela Peoples,1.7861272
5,7.223605,35.319595,Gambela Peoples,1.7861272
1,8.3207,33.950245,Gambela Peoples,1.7861272
0,7.440374,35.301623,Gambela Peoples,1.7861272
0,8.342603,34.023563,Gambela Peoples,1.7861272
5,7.373419,35.237944,Gambela Peoples,1.7861272
0,7.360278,35.293851,Gambela Peoples,1.7861272
3,6.467767,35.203001,Gambela Peoples,1.7861272
3,8.329160999999999,33.960521,Gambela Peoples,1.7861272
5,7.141334,35.300238,Gambela Peoples,1.7861272
0,8.330982000000001,33.769154,Gambela Peoples,1.7861272
6,7.373419,35.237944,Gambela Peoples,1.7861272
1,7.306649,35.357685,Gambela Peoples,1.7861272
3,8.033257000000001,34.53062,Gambela Peoples,1.7861272
5,9.353842999999999,42.198629,Harari People,1.1777778
4,9.353842999999999,42.198629,Harari People,1.1777778
0,9.283992,42.165444,Harari People,1.1777778
2,9.336301000000001,42.214888,Harari People,1.1777778
0,9.38382,42.112334,Harari People,1.1777778
0,9.239561,42.084791,Harari People,1.1777778
0,9.347879000000001,42.248592,Harari People,1.1777778
2,9.291810999999999,42.101718,Harari People,1.1777778
0,9.299159,42.153175,Harari People,1.1777778
5,9.353842999999999,42.198629,Harari People,1.1777778
0,9.291810999999999,42.101718,Harari People,1.1777778
1,9.38382,42.112334,Harari People,1.1777778
1,9.246195999999999,42.153186,Harari People,1.1777778
0,9.38382,42.112334,Harari People,1.1777778
1,9.381639,42.132139,Harari People,1.1777778
0,9.281079999999999,42.135299,Harari People,1.1777778
1,9.323558,42.124729,Harari People,1.1777778
4,9.38382,42.112334,Harari People,1.1777778
0,9.377787,42.13751,Harari People,1.1777778
0,9.323558,42.124729,Harari People,1.1777778
0,9.347879000000001,42.248592,Harari People,1.1777778
6,9.353842999999999,42.198629,Harari People,1.1777778
4,9.309889999999999,42.103071,Harari People,1.1777778
0,9.323558,42.124729,Harari People,1.1777778
3,9.336301000000001,42.214888,Harari People,1.1777778
3,9.357892,42.07233,Harari People,1.1777778
1,9.291810999999999,42.101718,Harari People,1.1777778
0,9.283992,42.165444,Harari People,1.1777778
0,9.377787,42.13751,Harari People,1.1777778
0,9.336301000000001,42.214888,Harari People,1.1777778
1,9.283992,42.165444,Harari People,1.1777778
0,9.381271999999999,42.111284,Harari People,1.1777778
1,9.381639,42.132139,Harari People,1.1777778
0,9.381639,42.132139,Harari People,1.1777778
0,9.347879000000001,42.248592,Harari People,1.1777778
0,9.239561,42.084791,Harari People,1.1777778
0,9.392488,42.253984,Harari People,1.1777778
0,9.328208999999999,42.142938,Harari People,1.1777778
0,9.246195999999999,42.153186,Harari People,1.1777778
3,9.336301000000001,42.214888,Harari People,1.1777778
0,9.328208999999999,42.142938,Harari People,1.1777778
3,9.357892,42.07233,Harari People,1.1777778
0,9.347879000000001,42.248592,Harari People,1.1777778
2,9.381639,42.132139,Harari People,1.1777778
6,9.353842999999999,42.198629,Harari People,1.1777778
0,9.381639,42.132139,Harari People,1.1777778
0,9.246195999999999,42.153186,Harari People,1.1777778
0,9.291810999999999,42.101718,Harari People,1.1777778
3,9.336301000000001,42.214888,Harari People,1.1777778
2,9.281079999999999,42.135299,Harari People,1.1777778
1,9.336301000000001,42.214888,Harari People,1.1777778
0,9.328208999999999,42.142938,Harari People,1.1777778
0,9.392488,42.253984,Harari People,1.1777778
1,9.357892,42.07233,Harari People,1.1777778
1,9.336301000000001,42.214888,Harari People,1.1777778
5,9.309889999999999,42.103071,Harari People,1.1777778
0,9.299159,42.153175,Harari People,1.1777778
0,9.246195999999999,42.153186,Harari People,1.1777778
0,9.347879000000001,42.248592,Harari People,1.1777778
5,9.381271999999999,42.111284,Harari People,1.1777778
0,9.336301000000001,42.214888,Harari People,1.1777778
0,9.328208999999999,42.142938,Harari People,1.1777778
1,9.381271999999999,42.111284,Harari People,1.1777778
0,9.281079999999999,42.135299,Harari People,1.1777778
0,9.347879000000001,42.248592,Harari People,1.1777778
0,9.309889999999999,42.103071,Harari People,1.1777778
0,9.246195999999999,42.153186,Harari People,1.1777778
0,9.381639,42.132139,Harari People,1.1777778
0,9.38382,42.112334,Harari People,1.1777778
0,9.283992,42.165444,Harari People,1.1777778
0,9.347879000000001,42.248592,Harari People,1.1777778
0,9.392488,42.253984,Harari People,1.1777778
0,9.377787,42.13751,Harari People,1.1777778
6,9.353842999999999,42.198629,Harari People,1.1777778
0,9.377787,42.13751,Harari People,1.1777778
0,9.328208999999999,42.142938,Harari People,1.1777778
0,9.281079999999999,42.135299,Harari People,1.1777778
0,9.38382,42.112334,Harari People,1.1777778
0,9.281079999999999,42.135299,Harari People,1.1777778
0,9.239561,42.084791,Harari People,1.1777778
0,9.357892,42.07233,Harari People,1.1777778
0,9.239561,42.084791,Harari People,1.1777778
0,9.309889999999999,42.103071,Harari People,1.1777778
7,9.38382,42.112334,Harari People,1.1777778
4,9.323558,42.124729,Harari People,1.1777778
4,9.353842999999999,42.198629,Harari People,1.1777778
0,9.281079999999999,42.135299,Harari People,1.1777778
0,9.309889999999999,42.103071,Harari People,1.1777778
0,9.381271999999999,42.111284,Harari People,1.1777778
0,9.239561,42.084791,Harari People,1.1777778
4,9.336301000000001,42.214888,Harari People,1.1777778
2,9.309889999999999,42.103071,Harari People,1.1777778
0,9.381271999999999,42.111284,Harari People,1.1777778
0,9.309889999999999,42.103071,Harari People,1.1777778
8,9.377787,42.13751,Harari People,1.1777778
2,9.291810999999999,42.101718,Harari People,1.1777778
0,9.381639,42.132139,Harari People,1.1777778
7,9.392488,42.253984,Harari People,1.1777778
0,9.246195999999999,42.153186,Harari People,1.1777778
2,9.283992,42.165444,Harari People,1.1777778
3,9.357892,42.07233,Harari People,1.1777778
0,9.281079999999999,42.135299,Harari People,1.1777778
2,9.299159,42.153175,Harari People,1.1777778
0,9.377787,42.13751,Harari People,1.1777778
0,9.309889999999999,42.103071,Harari People,1.1777778
0,9.309889999999999,42.103071,Harari People,1.1777778
0,9.38382,42.112334,Harari People,1.1777778
0,9.328208999999999,42.142938,Harari People,1.1777778
0,9.328208999999999,42.142938,Harari People,1.1777778
0,9.357892,42.07233,Harari People,1.1777778
0,9.309889999999999,42.103071,Harari People,1.1777778
0,9.392488,42.253984,Harari People,1.1777778
0,9.392488,42.253984,Harari People,1.1777778
0,9.377787,42.13751,Harari People,1.1777778
5,9.353842999999999,42.198629,Harari People,1.1777778
0,9.323558,42.124729,Harari People,1.1777778
3,9.357892,42.07233,Harari People,1.1777778
4,9.381271999999999,42.111284,Harari People,1.1777778
0,9.246195999999999,42.153186,Harari People,1.1777778
0,9.239561,42.084791,Harari People,1.1777778
7,9.381271999999999,42.111284,Harari People,1.1777778
0,9.299159,42.153175,Harari People,1.1777778
0,9.381639,42.132139,Harari People,1.1777778
0,9.323558,42.124729,Harari People,1.1777778
0,9.381271999999999,42.111284,Harari People,1.1777778
0,9.283992,42.165444,Harari People,1.1777778
5,9.357892,42.07233,Harari People,1.1777778
4,9.291810999999999,42.101718,Harari People,1.1777778
0,9.246195999999999,42.153186,Harari People,1.1777778
0,9.299159,42.153175,Harari People,1.1777778
0,9.299159,42.153175,Harari People,1.1777778
0,9.239561,42.084791,Harari People,1.1777778
4,9.336301000000001,42.214888,Harari People,1.1777778
6,9.353842999999999,42.198629,Harari People,1.1777778
0,9.323558,42.124729,Harari People,1.1777778
5,9.392488,42.253984,Harari People,1.1777778
0,9.283992,42.165444,Harari People,1.1777778
0,9.377787,42.13751,Harari People,1.1777778
0,9.392488,42.253984,Harari People,1.1777778
0,9.309889999999999,42.103071,Harari People,1.1777778
0,9.246195999999999,42.153186,Harari People,1.1777778
4,9.381271999999999,42.111284,Harari People,1.1777778
0,9.291810999999999,42.101718,Harari People,1.1777778
4,9.357892,42.07233,Harari People,1.1777778
0,9.381271999999999,42.111284,Harari People,1.1777778
0,9.38382,42.112334,Harari People,1.1777778
0,9.299159,42.153175,Harari People,1.1777778
0,9.328208999999999,42.142938,Harari People,1.1777778
0,9.38382,42.112334,Harari People,1.1777778
0,9.347879000000001,42.248592,Harari People,1.1777778
0,9.281079999999999,42.135299,Harari People,1.1777778
3,9.336301000000001,42.214888,Harari People,1.1777778
0,9.299159,42.153175,Harari People,1.1777778
0,9.283992,42.165444,Harari People,1.1777778
0,9.381271999999999,42.111284,Harari People,1.1777778
0,9.283992,42.165444,Harari People,1.1777778
0,9.38382,42.112334,Harari People,1.1777778
0,9.328208999999999,42.142938,Harari People,1.1777778
0,9.347879000000001,42.248592,Harari People,1.1777778
2,9.291810999999999,42.101718,Harari People,1.1777778
3,9.336301000000001,42.214888,Harari People,1.1777778
0,9.281079999999999,42.135299,Harari People,1.1777778
0,9.246195999999999,42.153186,Harari People,1.1777778
1,9.323558,42.124729,Harari People,1.1777778
0,9.392488,42.253984,Harari People,1.1777778
1,9.299159,42.153175,Harari People,1.1777778
6,9.281079999999999,42.135299,Harari People,1.1777778
0,9.283992,42.165444,Harari People,1.1777778
5,9.353842999999999,42.198629,Harari People,1.1777778
0,9.283992,42.165444,Harari People,1.1777778
0,9.309889999999999,42.103071,Harari People,1.1777778
8,9.377787,42.13751,Harari People,1.1777778
2,9.239561,42.084791,Harari People,1.1777778
1,9.291810999999999,42.101718,Harari People,1.1777778
0,9.239561,42.084791,Harari People,1.1777778
0,9.381639,42.132139,Harari People,1.1777778
0,9.283992,42.165444,Harari People,1.1777778
0,9.377787,42.13751,Harari People,1.1777778
0,9.328208999999999,42.142938,Harari People,1.1777778
0,9.381639,42.132139,Harari People,1.1777778
8,4.847464,38.074888,Oromiya,3.6631579
7,7.284993,39.250598,Oromiya,3.6631579
6,8.419295,38.100956,Oromiya,3.6631579
6,5.967587,38.714848,Oromiya,3.6631579
6,9.137269,38.287511,Oromiya,3.6631579
7,9.137269,38.287511,Oromiya,3.6631579
5,7.612681,36.823272,Oromiya,3.6631579
8,4.847464,38.074888,Oromiya,3.6631579
6,5.967587,38.714848,Oromiya,3.6631579
2,8.422705000000001,36.368851,Oromiya,3.6631579
0,9.433075000000001,38.800931,Oromiya,3.6631579
5,9.433075000000001,38.800931,Oromiya,3.6631579
5,4.964843,37.410752,Oromiya,3.6631579
0,6.644345,39.144921,Oromiya,3.6631579
4,8.308407000000001,36.645301,Oromiya,3.6631579
6,8.470801,40.41826,Oromiya,3.6631579
2,8.735441,39.772198,Oromiya,3.6631579
2,7.323858,39.294923,Oromiya,3.6631579
3,8.422705000000001,36.368851,Oromiya,3.6631579
8,8.970294000000001,36.525711,Oromiya,3.6631579
8,8.655881000000001,35.921874,Oromiya,3.6631579
0,7.809809,39.587104,Oromiya,3.6631579
4,9.112666000000001,41.025543,Oromiya,3.6631579
2,8.837192,38.567746,Oromiya,3.6631579
5,8.450437000000001,38.326755,Oromiya,3.6631579
8,7.00635,40.995021,Oromiya,3.6631579
1,8.470801,40.41826,Oromiya,3.6631579
6,7.284993,39.250598,Oromiya,3.6631579
5,8.450437000000001,38.326755,Oromiya,3.6631579
4,8.655881000000001,35.921874,Oromiya,3.6631579
0,9.371105999999999,37.999776,Oromiya,3.6631579
8,7.152917,38.092592,Oromiya,3.6631579
3,7.95824,36.514731,Oromiya,3.6631579
5,7.284993,39.250598,Oromiya,3.6631579
5,9.371105999999999,37.999776,Oromiya,3.6631579
8,7.284993,39.250598,Oromiya,3.6631579
0,7.213126,40.005776,Oromiya,3.6631579
1,9.691207,38.754965,Oromiya,3.6631579
0,9.46167,42.173311,Oromiya,3.6631579
5,8.419295,38.100956,Oromiya,3.6631579
6,9.044007000000001,40.876186,Oromiya,3.6631579
5,7.725078,37.384847,Oromiya,3.6631579
3,9.174655,41.629606,Oromiya,3.6631579
0,8.755105,38.902087,Oromiya,3.6631579
6,7.152917,38.092592,Oromiya,3.6631579
4,8.308407000000001,36.645301,Oromiya,3.6631579
0,8.513505,39.602374,Oromiya,3.6631579
3,9.210001999999999,37.333313,Oromiya,3.6631579
2,9.371105999999999,37.999776,Oromiya,3.6631579
0,7.323858,39.294923,Oromiya,3.6631579
1,7.809809,39.587104,Oromiya,3.6631579
5,9.137269,38.287511,Oromiya,3.6631579
8,4.847464,38.074888,Oromiya,3.6631579
0,7.213126,40.005776,Oromiya,3.6631579
7,7.152917,38.092592,Oromiya,3.6631579
8,4.847464,38.074888,Oromiya,3.6631579
0,9.433075000000001,38.800931,Oromiya,3.6631579
8,9.174655,41.629606,Oromiya,3.6631579
0,8.513505,39.602374,Oromiya,3.6631579
0,9.426875000000001,41.764614,Oromiya,3.6631579
7,7.284993,39.250598,Oromiya,3.6631579
5,8.308407000000001,36.645301,Oromiya,3.6631579
8,9.691207,38.754965,Oromiya,3.6631579
8,9.433075000000001,38.800931,Oromiya,3.6631579
6,9.137269,38.287511,Oromiya,3.6631579
0,6.644345,39.144921,Oromiya,3.6631579
2,9.426875000000001,41.764614,Oromiya,3.6631579
0,9.044007000000001,40.876186,Oromiya,3.6631579
0,8.316306000000001,35.721512,Oromiya,3.6631579
8,8.655881000000001,35.921874,Oromiya,3.6631579
7,8.970294000000001,36.525711,Oromiya,3.6631579
0,7.213126,40.005776,Oromiya,3.6631579
0,7.213126,40.005776,Oromiya,3.6631579
7,8.450437000000001,38.326755,Oromiya,3.6631579
0,7.213126,40.005776,Oromiya,3.6631579
7,7.152917,38.092592,Oromiya,3.6631579
2,9.112666000000001,41.025543,Oromiya,3.6631579
3,7.95824,36.514731,Oromiya,3.6631579
1,7.809809,39.587104,Oromiya,3.6631579
7,7.612681,36.823272,Oromiya,3.6631579
4,7.95824,36.514731,Oromiya,3.6631579
2,9.174655,41.629606,Oromiya,3.6631579
0,8.513505,39.602374,Oromiya,3.6631579
0,9.46167,42.173311,Oromiya,3.6631579
4,8.308407000000001,36.645301,Oromiya,3.6631579
1,7.95824,36.514731,Oromiya,3.6631579
0,7.809809,39.587104,Oromiya,3.6631579
6,8.419295,38.100956,Oromiya,3.6631579
4,7.612681,36.823272,Oromiya,3.6631579
3,9.426875000000001,41.764614,Oromiya,3.6631579
5,8.419295,38.100956,Oromiya,3.6631579
7,8.422705000000001,36.368851,Oromiya,3.6631579
6,4.964843,37.410752,Oromiya,3.6631579
0,8.419295,38.100956,Oromiya,3.6631579
0,6.644345,39.144921,Oromiya,3.6631579
0,8.316306000000001,35.721512,Oromiya,3.6631579
0,7.809809,39.587104,Oromiya,3.6631579
3,8.837192,38.567746,Oromiya,3.6631579
0,9.46167,42.173311,Oromiya,3.6631579
8,9.433075000000001,38.800931,Oromiya,3.6631579
5,8.470801,40.41826,Oromiya,3.6631579
0,9.044007000000001,40.876186,Oromiya,3.6631579
6,5.284783,39.74843,Oromiya,3.6631579
7,4.964843,37.410752,Oromiya,3.6631579
5,8.450437000000001,38.326755,Oromiya,3.6631579
5,9.321020000000001,37.197002,Oromiya,3.6631579
6,5.284783,39.74843,Oromiya,3.6631579
4,9.210001999999999,37.333313,Oromiya,3.6631579
7,4.964843,37.410752,Oromiya,3.6631579
6,5.967587,38.714848,Oromiya,3.6631579
0,9.174655,41.629606,Oromiya,3.6631579
8,7.00635,40.995021,Oromiya,3.6631579
4,9.426875000000001,41.764614,Oromiya,3.6631579
6,5.284783,39.74843,Oromiya,3.6631579
3,8.308407000000001,36.645301,Oromiya,3.6631579
2,5.284783,39.74843,Oromiya,3.6631579
4,9.426875000000001,41.764614,Oromiya,3.6631579
8,9.433075000000001,38.800931,Oromiya,3.6631579
7,4.964843,37.410752,Oromiya,3.6631579
7,7.152917,38.092592,Oromiya,3.6631579
2,7.725078,37.384847,Oromiya,3.6631579
2,7.323858,39.294923,Oromiya,3.6631579
0,7.95824,36.514731,Oromiya,3.6631579
3,9.371105999999999,37.999776,Oromiya,3.6631579
2,7.725078,37.384847,Oromiya,3.6631579
0,9.044007000000001,40.876186,Oromiya,3.6631579
6,8.308407000000001,36.645301,Oromiya,3.6631579
0,6.644345,39.144921,Oromiya,3.6631579
1,7.725078,37.384847,Oromiya,3.6631579
0,9.46167,42.173311,Oromiya,3.6631579
6,5.967587,38.714848,Oromiya,3.6631579
4,9.112666000000001,41.025543,Oromiya,3.6631579
